fn,rmsd_all
2_0_solution.pdb,0.0 
2_bujnicki_1_rpr.pdb,2.66 
2_bujnicki_2_rpr.pdb,2.3 
2_bujnicki_3_rpr.pdb,2.33 
2_chen_1_rpr.pdb,2.82 
2_das_1_rpr.pdb,2.5 
2_das_2_rpr.pdb,3.04 
2_das_3_rpr.pdb,3.03 
2_das_4_rpr.pdb,2.83 
2_das_5_rpr.pdb,3.46 
2_dokholyan_1_rpr.pdb,2.55 
2_santalucia_1_rpr.pdb,3.66 
2_wildauer_1_rpr.pdb,3.46 
