fn,rmsd_all
1_bujnicki_1_rpr.pdb,5.71 
1_bujnicki_2_rpr.pdb,6.16 
1_bujnicki_3_rpr.pdb,5.3 
1_bujnicki_4_rpr.pdb,4.95 
1_bujnicki_5_rpr.pdb,5.1 
1_chen_1_rpr.pdb,4.35 
1_chen_1_rpr_v2.pdb,4.35 
1_das_1_rpr.pdb,3.97 
1_das_2_rpr.pdb,4.48 
1_das_3_rpr.pdb,3.43 
1_das_4_rpr.pdb,3.92 
1_das_5_rpr.pdb,4.57 
1_dokholyan_1_rpr.pdb,7.25 
1_major_1_rpr.pdb,4.34 
1_santalucia_1_rpr.pdb,5.76 
1_solution_0_rpr.pdb,0.0 
